id,text,category
14334,I’ve had 3 comments deleted for disagreeing with this. #Tolerantleft #tolerantyoutube,NHS
14335,@Alona Is User he already got his punishments for those crimes,NHS
14336,My Life Matters   wear a mask,NHS
14337,I too like doctor who n   Daughter & I never miss an episode lol,NHS
14338,It's all of us or none of us.  Can never be some of us.,NHS
14339,The young woman at 1,NHS
14340,@Michael Paysour But the black people aren't slaves. I mean,NHS
14341,R.i.p George Floyd you will be remembered forever I guarantee it.,NHS
14342,@Maeve Herd ayyyy me too god bless you,NHS
14343,I sincerely thought she was a lesbian already.,NHS
14344,I feel so sorry for this person... he seems so lovely ;( I’m so sorry to anyone out there who is going through this torture ;( if you wanna talk about it leave a comment,HS
14345,@adrian my guy you will go to the deepest depths of hell.,NHS
14346,Breanna Himmelright I’m not there yet but I’m headed in that direction with 2.3 millions,NHS
14347,Anyone else notice this was posted in 2015?,NHS
14348,2020 is such a good year,NHS
14349,So now in 2020 can we agree that there is a problem with police brutality?,NHS
14350,Thats Madonna how i love to hear! a real fighter!,HS
14351,saying no lives matter is saying your life doesnt matter,NHS
14352,@RA RL NAME 15 INCIDENTS OF POLICE BRUTALITY IN THE LAST 5 YEARS! SHOW ME ARTICLES,NHS
14353,Clarke is a legend,NHS
14354,I think 221 people misclicked the dislike,NHS
14355,thank u for speaking the truth   its soooooo true..........they need to get off their knees and stop it,NHS
14356,This is so much better than DP.nJust TJ vs the world,NHS
14357,Why can't the people being so offended just leave the country and go back to mother Africa?!,NHS
14358,dear Marcus!!!! Igor are awesome!!!!! I´m already listening to the podcast...,NHS
14359,Heh I was the 100th like.....,NHS
14360,This man is su pure,NHS
14361,@I live in my mom's basement So you admit that white people are victims?,NHS
14362,Everybody's gaydar is going off over the one girl with the short hair that doesn't agree with homosexuality and I am LIVING for it!!!,NHS
14363,The Red Creeper TRC I am subbing to you,NHS
14364,Yeah lol babys lives matters. Yeah chant that lol,NHS
14365,Crystal is so freaking amazing,NHS
14366,Where is your video about inspiring the next generation of female Biologists,NHS
14367,@Jesus is Lord & Savior The end is near.  Just read The Late Great Planet Earth and you will see. Uhhh... wait a minute,NHS
14368,American descendants of involuntary slaves,NHS
14369,@J P nnExcepting The Black Ones.,NHS
14370,openworld poland I never said “only” black people and I clearly state that all forms of racism should be stamped out.,NHS
14371,the sherriff looked so angry i shat myself,NHS
14372,Or stick together and fight to make our country better instead of separating and segregating,NHS
14373,man I'm so jealous australia never gets any blm people we just got peaceful aboriginal protests and white dole blugers claiming racism,NHS
14374,hugo 4363 i don’t know how to ask this without being weird,NHS
14375,Whiskey Tango Foxtrot; Why do people continue mixing politic parties in this situation?. Aren't all of them Americans?,NHS
14376,How bout Earthlings matter,NHS
14377,He should not of apologized,NHS
14378,@Jun3 Shiroyuki BLM is a testament to the unarmed African American Civilians that were killed. You can be completely against BLM and also be black its not crazy identity politics you make it out to be.,NHS
14379,The Democrats don't give a crap about the economy or employment,NHS
14380,What does a cop call AfricannnnA shooting range,NHS
14381,The Queen of Pop. She has something to say.,NHS
14382,would you prefer communism?,NHS
14383,They should next do a video on male nurses and the 'Rampant Sexism' they face in hospitals.,NHS
14384,“That would just be...ah...pure mean.” I can’t 🤣🤣,NHS
14385,I thought it said conversation-,NHS
14386,Conversion therapy should be illegal. Doesnt it go against the protection of natural rights?,HS
14387,Bla bla bla.....Am I the only one tired about hearing about Floyd.  He was convicted of robbing a pregnant woman.  Look it up.,NHS
14388,That's a girl?,NHS
14389,sad girl I’m a transguy and she does give off hints of being lgbt,NHS
14390,That is what black lives matter protesters are trying to say. All lives matter,HS
14391,If all lives don't matter we have a problem.,NHS
14392,you're completely missing out on the point as to why black lives matter became a thing.,NHS
14393,Even the girl who didn’t agree with homosexuality she wasn’t homophobic at all,NHS
14394,why is it that every one commenting here gets that all lives matter,NHS
14395,I don't fully understand the term pansexual . Could you explain please from your experience,NHS
14396,Poverty_Lack of father figure (at least here in the States),NHS
14397,@Morticia Deville If there's anything stupid said its what youve just written mate!.  Know what your talking about before you write such narrow minded non-sense!  i'm not even from the US,NHS
14398,Love  to this common sense black sheriff truth truth truth 🤷‍,NHS
14399,Larry elder he the man God bless him,NHS
14400,And Aushwitz then...?Go figure.,NHS
14401,poking the bear with that comment. dont get mad when we compete and destroy,NHS
14402,At the next BLM march,NHS
14403,@Theodore Haskins I don't know. What's worse? Making honest comments about black people,NHS
14404,I want the man in uniform looking over my neighborhood.,NHS
14405,I’d love to see the people condemning the statues removal advocate for it being put back....go on.,NHS
14406,All Lives Matter,HS
14407,She is saying that her beliefs don’t line up with it,NHS
14408,Wooow this is Great. So Grateful,NHS
14409,Whoring for votes...   wow...   wise man.. ..  Juan argues statistics with a man who LIVES amidst those statistics..nGod help the family unit..,NHS
14410,Madonna is such an amazing person... She makes the world a better place!,NHS
14411,Yooo kid. I don’t think you understand. Blacks were brought over here hundreds of years ago to be forced to work in shitty conditions. Our ancestors put their blood,NHS
14412,thats what i hate avout this channel,NHS
14413,Thanks a lot from Poland. <3,NHS
14414,This is so inspirational,NHS
14415,Jimmy Pop just let her live her life the way she chooses to and you live yours.  A very simple concept.,NHS
14416,@Mr Knowitall Dont seem to matter? There is no race war going on is there,NHS
14417,That the Statue was even still there is a moral indictment of the Council. Remember the poll tax?,NHS
14418,Everyone is entitled to their opinion,NHS
14419,I dont aGrEe- Oh shut up woman,NHS
14420,they  were trying to change him in to something he didn't want to be,NHS
14421,The honored group status was done before the protest. I bet they think it was a mistake now. It is all about grandstanding and self promotion.,NHS
14422,Yet what need b fine is eliminate socisl programd and bring in troops into inner city to stabilize and cease this state of anarchy. Also repair the millions victimized by hud program as was promised,NHS
14423,Yes i agreed with you,NHS
14424,I feel bad for Annie. I think that’s it’s sad that she grew up in a religious environment that told her homosexuality is a choice and that she never questioned it. She doesn’t know where the idea came from she just believes it. She doesn’t understand why someone would come out at 25 and she thinks that they can change if they do,NHS
14425,@soggycrisp246 A lot of straight girls have short hair and that kind of jeans. .-.,NHS
14426,@connie schuiling You think it's not about Race but fell to realize  that race plays a big part in politics. Besides that Caucasians don't have melanin in them and melanin is found in all natural living things. Some Caucasians know this and hate it because they know what they are.,NHS
14427,@Brutal Honesty LMAO okay now you're just trolling.  To say that Madonna isn't a superstar or any kind of star-  OKAY.,NHS
14428,Sheriff David Clarke is a BOSS!,NHS
14429,He's just a puppet for the democrats. How can you say,NHS
14430,Imagine this coming up again 4 years later 🤯🤯🤯🤯 hannity you sly fox 🦊,NHS
14431,Lots of people owe Madonna without even knowing it.,NHS
14432,All lives matter.nBlack lives matter is no better than the Klan or Neo Nazis.nThey're probably spreading more hate than the Klan and Neo Nazis.,NHS
14433,That girl with the short hair who “doesn’t believe in homosexuality” is probably hiding her sexuality. Look at her body language.,NHS
14434,@Hamish Banish It's nauseating to me,NHS
14435,yooooo i love doctor who,NHS
14436,The way you explained it is as ridiculous as your grammar. If only I could understand your sentence I could explain. You might as well get rid of it and send it again because people would know you edited it.,NHS
14437,A guy died in America because of negligence now the whole world is becoming crazy for it there are other important things to do instead of protesting all the time .,NHS
14438,the girl who said she was presbyterian or whatever I thought she was Lesbian,NHS
14439,Isn’t being a tomboy somewhere on the spectrum?,NHS
14440,This comes in 2020nThis slogans just already invented before 4 years,NHS
14441,Madonna is straightforward and honest in interviews.,NHS
14442,I'll state the obvious,NHS
14443,If I came out to my parents they would definitely send me to therapy,NHS
14444,Native Indians lifes matter?,NHS
14445,THIS IS A TRUE REVOLUTION. SCREW TOMMY ROBINSON. BLACKLIVESMATTER,NHS
14446,@K W he fighted for blacks...if Gandhiji statue treated like this....buddy this will be serious.no joking,NHS
14447,Didn't Jimmy Saville use to donate lots to charity? So maybe if he had a statue we should keep his as well?,NHS
14448,Just come home with a girlfriend and be like hey,NHS
14449,Just because that might be true,NHS
14450,It’s not the future. We’re headed for the second dark ages.,NHS
14451,I never clicked a button so hard in my life.,NHS
14452,Crystal is an angel,NHS
14453,My god that sheriff was just ramming facts down these liberals throats.,NHS
14454,My mother worked as a petroleum engineer in the 70s-80s and finds the notion of today's women being discriminated against in engineering quite humorous.,HS
14455,@Amazing Worenwu Tell that to your leaders,NHS
14456,I totally agree,NHS
14457,Don't worry if people don't like who you are. They are still struggling to even like themselves. Hate and resentment towards other people is like taking poison and expecting the other to die.,HS
14458,We may look different and come from everywhere,NHS
14459,@SA BI How is it affecting blacks today? Please do explain?,NHS
14460,This is BORING talk.... no logic and reason.,NHS
14461,God bless the protesters!,NHS
14462,Bristol will become the Portland of the UK,NHS
14463,“God gave us choice. My choice is to love.” That was amazing.,HS
14464,Really? Skin everyone alive? Thats disgusting. The only real option is to blind everyone so that we are unable to see one each other's skin color.,NHS
14465,@Raees Right now,NHS
14466,White Lives Matter More ....... My Flag England Comes First Before Any Other Foreigner,NHS
14467,JamesLikesMelons no she isn’t. I go to school with her and she’s one of my friends.,NHS
14468,If you focus on this you'll miss the heists and terrorism's,NHS
14469,@bluefavorites​​​​​​ Hahah sorry I look like a white male to you?  Oh well if you don't believe I have no reason to lie??? My argument didn't fall apart. I still think that there are bigger issues to give attention to also. That was mainly what i was saying. And am I supposed to feel bad that I like my own comment bc I agree with my shit? Haha there's many things I can feel bad for but that is the last. I like the fact that you're checking to see who likes my comments(,NHS
14470,Wild Bill So because black people are being gunned down like all the other minorities with different skin colours it means all lives don’t matter?nnDon’t hold me accountable for my race as I wouldn’t hold a black person accountable for another black person doing something stereotypical.nnThere was a need for black lives matter.nnThere was no need for backlash for black lives matter because it’s a real issue.nnThere was a need for all lives matter because there are other minorities with different skin colours that suffer.nnThere was no need for all lives matter backlash.nnBoth are right and everyone fighting doesn’t help the original situation.,NHS
14471,@I am another person procrastinating in YouTube. Not one in the video of George Floyd's death did the police officer use a racist word,NHS
14472,With the Trump thing,NHS
14473,I think we’re over doing it a bit with the term ‘survivor’.,NHS
14474,Boet T GG yeah youre right but imagine having 3 people and one person has a cut,NHS
14475,@DecimalTen D.L got owned  and was soo funny to see. police brutally at it's best....lololol,NHS
14476,brandonshmandon why did they have a funeral for jospeh Stalin ? Even though he starved 20 million killed all his rivals and sent people to work in Siberian work camps for the rest of their lives,NHS
14477,I loved every word she said,HS
14478,Should all the castles built by the normans in Wales be demolished too this is all  ballocks,NHS
14479,Why doesn't no one mention Native American's? They are the forgotten race of America. It's like they have never existed.,NHS
14480,What a great idea I'm sure the United States would pay for every plane ticket for every black person that would leave the United States to go back to Africa,NHS
14481,Sorry but everyone knows to listen too the police. And the majority don't do that in the US. Everyone can carry a weapon and the way people react to the police is the reason why they get handled that way.,NHS
14482,@TheBlackScrunchie That's right,NHS
14483,I think he handled that very well in a way that made it both very real for them while keeping it within what they could handle. Well done Marcus!,HS
14484,Some of the most racist people I know are black.,NHS
14485,Do you think that God is going to think that black lives matter If you have it right with him    all   lives will matter,HS
14486,She is GOD!,NHS
14487,Joyner Lucas said it best. “Screaming ‘All Lives Matter”  is a protest to my protest,NHS
14488,lgbt individual are all equal like everyone else. Change country if you do not want to live with the differences. Madonna is the singer who has sold the most records and tours,NHS
14489,@*****​ boys prefer toys typed to their gender because they are incited to do so by proposing them toys with specific colours as well as specific types of toys and it can start happening since 9 month old and this trend is increasing with time,NHS
14490,Kinda weird what happens with society when there is disconnect from religious principles.,NHS
14491,@Helium I really don't think you have the authority to decide whether someone would benefit from US prison or not,NHS
14492,I just want us all to be friends,NHS
14493,wish I was one of ur best friends ... lol ... imma cry now.,NHS
14494,Let's not say White lives matter..we are bad people for saying it,NHS
14495,Is this really all you had to say? I mean,NHS
14496,@Wy4games it was a girl. face palm,NHS
14497,wait what do you mean by abuse!??!?!??!?!?!? (I keep thinking physical abuse)nnalso I would ask if I look hot (cuz I'm a boy),NHS
14498,I bet you secretly like to eat,NHS
14499,Carolyne Geng Right? She seemed so mature for her age!,NHS
14500,Alot of people have mixed opinions about the girl with short hair,NHS
14501,Shout out to the girl who likes Doctor Who because same,NHS
14502,My friend came out of the closet to me,HS
14503,Then say BLM which means all lives matter. Duh🤦‍,NHS
14504,It's amusing how most of this comment section is full of people who are so quick to generalize Annie. Let the kid have an opinion,NHS
14505,“pureeeee meannn”nnI am dying,NHS
14506,@Elmas yiyen zengin şişman Since when have all lives mattered equally in America?,NHS
14507,TheLegend27 Is Alive literally how is Natalie twisting her words? the girl literally said “i don’t agree with homosexuality”,NHS
14508,Juan...is a CRUMB BUMnLIBERAL GARBAGEnYELLOW BELLY LUSH,NHS
14509,Richard Littler she saved it mine also in so many ways...... no words,NHS
14510,He’s wearing a Nosferatu shirt. I like this guy,NHS
14511,Do you know why there are no protests in Russia? Because putin is not black.,NHS
14512,now i want kids meet up with a truck drivers,NHS
14513,Neet Freek thank you this is beautifully worded!!,NHS
14514,Says the white supremacist,NHS
14515,Gays love you too Madonna. Thank you,NHS
14516,What a load of brain dead bollocks all this crap is!,NHS
14517,At one point he explicitly told his Secretary of State for India,NHS
14518,Race War!!!!! ( Rick and morty reference),NHS
14519,Lol except they have it way better here. Blacks are propped up on a pedestal in America. They are given everything for free. They have nothing to complain about. They are just racist hypocrites,NHS
14520,the same reason some people do agree with it. They see right and wrong differently. That's okay though. As long as they aren't beating then bibles I don't see the problem,NHS
14521,Thank you for acknowledging that. Yes all lives matter.,NHS
14522,Malcolm also got shot by his own people.,NHS
14523,She is pure VOMIT 🤮🤮🤮🤮,NHS
14524,that’s right!nthat idiot should never have brought them to america!  we want a refund!,NHS
14525,Lol hey black people Asian lives matter as well!! nYou guys discriminate Asian people more than white peoplenFunny,NHS
14526,Sanders actually combed his hair.,NHS
14527,@dzynone sir all lives matter not a single race everyone is important black lives do matter but only as part of the bigger picture,NHS
14528,Looks like Google Maps has already updated the statue's location...,NHS
14529,@John Thorpe YES!,NHS
14530,@Shannon Smith Now now freedom of speech is a right in 2dats society,HS
14531,Here is how I feel about it. I recently saw a video of Zendaya and a interviewer. They asked her a question about BLM. This is what she said... All lives do matter...but the ones we need to focus on are the black lives. And she is 100% correct. All lives do matter. But I agree that the ones we need to focus on are Black lives.,NHS
14532,I am an 8th grade girl and I want to be a Biomedic engineer,HS
14533,@Jakob Esteves you don't even need to know the verse it is one of the 10 commandments,NHS
14534,She does not age!! That's good and she keeps growing young.,NHS
14535,butt of the day was awesome. i forget the rest....,NHS
14536,If you follow black lives matter you believe your life is less then a white man.,NHS
14537,It is now evidently clear that diversity is destroying western nations.,NHS
14538,@Keltic MC - Exactly,NHS
14539,It looked more like a sheriff's star than a jewish one anyway,NHS
14540,@Jack HoopernnWomen in engineering have to be competent. That's the nature of the beast. It doesn't matter how many Feminist campaigns you throw out there to push women into engineering,NHS
14541,May I please get a #BlackLivesMatter in the reply sections??,NHS
14542,Because all lives DONT matter. Some peoples tend to act STRANGE.,NHS
14543,To make change ... all lives matter... if we’re going to make a change let’s make a change rate across-the-board and that includes animals to aborting babies ...,HS
14544,Was wrong about my first reply. The greatest commandment is to love the lord your God with all your heart mind body and soul.,NHS
14545,What about the Asians???nAlso I heard this movement caused deaths,NHS
14546,@Sisu Guillam It was a joke,NHS
14547,Pandering much? Sit down you virtue signaler.,NHS
14548,@Doc No.  I have heard the liberal arguement over and over again.  And you dodged my other question.  So you think minorities are not capable of acquiring an ID?  are you implying they are inferior and not capable of such a task?,NHS
14549,Parata  Patel the home secretary!  What kind of name is that? Or it is an anagram!!!,NHS
14550,This was 4 yrs ago under obama.,NHS
14551,Not going to lie but this comment section is fire,NHS
14552,CORONA - (TION) pandemicnnDefinition pandemic,NHS
14553,You can't choose your sexual orientation...nbut,HS
14554,She is a living LEGEND,NHS
14555,All lives matter as a group is a bunch of hard headed,NHS
14556,Greta Tagliavia exactly right,NHS
14557,Guys we dont know what the short haired girl is taught. Or if her parents watched this she might of been scared her parents would hate her,NHS
14558,Jack Parsons no they don’t????,NHS
14559,If sherriff Clarke were to walk in a predominantly white neighborhood with his uniform on,NHS
14560,The use of black live matter does not mean other lives don't matter. That's not at all the point of the phrase. It's like when the save the sea turtles movement was popular a while back. Just because people want to save the sea turtles doesn't mean that all other fish are irrelevant and don't matter. They simply believe that turtles being endangered is something that needs attention,NHS
14561,that one girl with black hair was on my magazine for TFK,NHS
14562,I feel like Samuel L Jackson based the attitude is characters play in every movie where he's a no nonsense kind of man off of David Clarke,NHS
14563,As soon as you use words like black or white YOU ARE the problem......,NHS
14564,Insanity Hannity supports Agolf Twitler's dictatorship. Racist Republicans are un-American.,NHS
14565,BLM and ANTIFA are nothing more than terrorist and the people following these terrorist,NHS
14566,u missed White Lives!!! why??,NHS
14567,if someone was beating my kid with a book,NHS
14568,@alan arroyo Yes you r right although we know there is fear a lot of fear in this world only because people do not know GOD they only feed on the EVIL which  has blinded the people with DECEPTION.,NHS
14569,You are going to hell,NHS
14570,Do you have this in Spanish or with Spanish subtitles? I would like to share it to some little pretty and smart girls that I know,NHS
14571,@VaginalBloodBelch I'm aware. Most of you sheep follow who the media tells you to follow. You need to be your own biggest fan before being someone elses.,NHS
14572,That would just be pure mean SHE's SO CUTE,NHS
14573,God was speaking to me He is going to save many atheists...i was one myself and i got saved 3 years ago...may the Lord Jesus Christ bless anybody reading this,NHS
14574,As a woman studying engineering,HS
14575,@Fear Dheas this entire thread is full of people signaling complete superiority on their beliefs.,NHS
14576,You received all kinds of awards in your life. Madonna thinking,NHS
14577,Hero African churchman wins freedom and strikes for black rights,NHS
14578,@I juul on kazoos for some people it is a choice and they choose . for some people I do not know because I never expirenced that. But it states in the bible things I do not want to say..  But I'm not saying I'm against it I just would never be it since I believe in god. I would never judge someone I'm just saying how I feel.,NHS
14579,who made that quote,NHS
14580,Oct 10 2020 is the planned alien invasion. nJfk 11/22 apollo 11 spent 22hrs on moon. nSee the 1122. Now look at 10/10/2020 take away the zeros and its 1122.,NHS
14581,People just need to use common sense.,NHS
14582,what do u expect from hannity,NHS
14583,@Alex the government only finished paying off their debt to slave owners in 2015. disgusting.,NHS
14584,@Michael Halligan so I'm right,NHS
14585,ofaboosting 129 oh my dad got us out of that crap hole of systemic racism. We are fine now but we know plenty of people and relatives that go through it,NHS
14586,I've never seen anything as embarrassing as the BLM movement.,NHS
14587,Sheriff needs to be in charge of the fbi,NHS
14588,Like 25. Wtf. Are you normal?,NHS
14589,Buy the merch. @t,NHS
14590,doesn't agree lmao what does that even mean,NHS
14591,Beau James citizens requested that the statue be moved to a an exhibit in a museum,NHS
14592,Paul Kindred erect a statue of hitler while your at it and hope snowflakes dont get offended by history,NHS
14593,All the sad people cheering.,NHS
14594,Hardly any body protested outside of the US - the media likes to portray a good turn out,NHS
14595,Gay people hate blacks will be the news. Given that black people complain when a white person on a dating app,NHS
14596,@Geo L What LJ meant to say was not that racism doesn't exist just not on the scale that is portrayed by the media. Remember there's plenty of racial prejudice on either side.,NHS
14597,Say no to racism! Bury all those racial memories that keep humanity down and back.,NHS
14598,Annie is definitely hiding something,NHS
14599,@Theresa Otto I mean look at her face when he told her what happened in therapy,NHS
14600,More black people in UK and less white people. Importing african more. Problems solved !!!,NHS
14601,Fuck what the media says i say all lives matter,NHS
14602,To say people like Dr. Martin Luther King Junior,NHS
14603,What's funny about the Maui thing is that if he were initially made muscular,NHS
14604,short hair girl looks like gayest person here to be fair,NHS
14605,It's now in a museum,NHS
14606,Am a second year student,NHS
14607,According to the 2018 census cited by Poverty USA,NHS
14608,@Alex Rivas what you see in others is a reflection of self. Have I called you a racist? Nope.,NHS
14609,@Tom Ryan Typical Conservative won't look at facts if it might disprove you.nnAnd remember most European countries are small meaning requiring ID is easy,NHS
14610,Sucks because she can’t make facial expressions any more. I loved her goofy faces.,NHS
14611,@SneakGreens right all lives matter but black lives matter THE MOST Right now,NHS
14612,@hexapositive  look it up. It shows it,NHS
14613,I fuckin love this child-,NHS
14614,Guaranteed by law freedom,NHS
14615,Theirs talk about all lives matter but abortions are performed everyday...what about those lives ? Those are more than the Holocaust.,NHS
14616,J T I bet you’re ugly as sin.,NHS
14617,Oh yeah I didn't realize talking about mens issues was a class problem of blaming womennKinda like how feminist don't give a shit about mens issues or mens rightnfeminism today is a hate group,NHS
14618,@Darkness Echo because there is a huge difference between reverence and celebration (statue to memorialize)  and recording history. No one is saying ' don't record history',NHS
14619,You got it all wrong. Nobody ever said black lives matter more idk where you got that from. Just imagine your house is on fire and you're yelling for help but your neighborhood is saying All houses catch on fire sweetie. YES I KNOWWW BUT MINE IS ON FIRE AT THE MOMENT ITD BE NICE IF SOMEONE HELPED ME FIX THE PROBLEM!,NHS
14620,Better late than ever,NHS
14621,Love the interview. Very vulnerable.  A lot of women was inspired by her too,NHS
14622,@mistracy39 do you say this because it's like we are asking for something from another race? Like begging for acceptance? This is the only angle I see that would make sense. nI simply support the movement all the way from the UK because all lives should matter. But it doesnt.,NHS
14623,What is hindering African American prosperity?n,NHS
14624,Everyone of these stars who has had one successful album after another is part of the kabal music msm system based on sexualising everyone and selling it as 'freedom'; subverting family bonds and values which the atheistic industry abhorrs. nBowie,NHS
14625,I like this softer madonna,NHS
14626,Juan is a communist leftists DEMOCRATIC PARTY puppit. If CRIMINALS stop resisting then police officers would not have to use force.  Police officers do not go to work LOOKING to getting in a fight. Plan and simple.,NHS
14627,@cassie andrews or maybe love them for who they are??,HS
14628,Olivia Tyler please tell me there's a vending machine,NHS
14629,@Climbatize Wrong I was Born in the UK,NHS
14630,I've never been a fan of Madonna's 'music' nor do I like her personality but I do love that she has been a great friend to the LGBTQ community. Also,HS
14631,@Lazarus your thinking much to into it,NHS
14632,I wish Mj is alive,NHS
14633,Sheriff Clark for president.,NHS
14634,Fox says oh we are going to blame Bush now even though people didn't even mention Bush. Fox is always on the defensive,NHS
14635,If it wasn't for slave trade,NHS
14636,the last one was so wholesome,NHS
14637,She sounds so musical! Love the Legend! No one can ever REPLACE her!!!,NHS
14638,Where they should be,NHS
14639,This is amazing,NHS
14640,What's more ironic - Ms. Patel trying to be White! LOL..... her name is Patel FFS...LOL,NHS
14641,Saying black lives matter and not all lives matter is the biggest form of racism I’ve ever heard of,NHS
14642,Would it be great when the protesters were chanting 'Do you hear the people sing' ?,NHS
14643,I haven't read the replies yet,NHS
14644,This man Baldur deserves some weed.,NHS
14645,E92Dave is what your comment is,HS
14646,Howard Trigg she is part of our community.,NHS
14647,The first part  n“If someone beat my kid with a book I woulda... um beat them with a book!”,NHS
14648,Juan is so pompous...just shut up!,NHS
14649,I would be able to support BLM if they also focused on the thousands of people killed in Dem run cities like Chicago.,NHS
14650,“That would just be uh pure mean,NHS
14651,Dangus they sure seem to be fond of Marxism tho🧐,NHS
14652,John Steven but what about equality...or do they mean bringing white people down to their dumb uneducated level??,NHS
14653,Cats999 yes i do its a way for ppl like u to discredit blm ofc all lives matter but we are spreading how ppl with the same color as me(black btw) are being oppressed just cause how we look so yes all lives matter is racist cause yall are tryin to ignore how oppressed black ppl are,NHS
14654,I'm worried about Phil Lynotts statute in Ireland...... NOT,NHS
14655,@Princess Di The party of trump is preaching politics over personality? Trump was a reality TV show actor,NHS
14656,On two separate occasions I was asked to prove my education and experience for tech jobs -- Oh wow!!! No one has EVER had to do that before.,NHS
14657,We need to focus on skin tone and DNA differences.nnMeaty / corporeal racialism using bodily terms for self-identification,NHS
14658,They wanted LGBT police not to have floats in the parade... there will still thousands of cops doing security at the event.. it has 1/2 million show up to it yearly.,NHS
14659,Chill the hell out. I don’t have anything against gays. But he’s not a frickin “survivor”,NHS
14660,18 dead in one day in Chicago nzero outrage,NHS
14661,that star comes from 9th prestige on cod 4,NHS
14662,All lives matter end of story,HS
14663,@Logan Schmidt yes just some black lives matter forget about black lives taken by black on black that's not the agenda,NHS
14664,@Jacob Duffy thanks. Looks like my comment has been deleted though unfortunately. Wonder why? I didn't say anything offensive.,NHS
14665,Because he invested in hospitals,NHS
14666,It’s good that you got a strict religious type to voice his opinion and he was polite about it. Throwing abuse at people who think differently never works but with open discussion the more enlightened thinking often wins through,HS
14667,I'm only finding this now but gosh is it a good time,NHS
14668,@patrick Leafe There´s a lot of hypocrisy when it comes to slavery,NHS
14669,@Jeff Keil now that sounds veeery mature,NHS
14670,I’ve loved Madonna for 25 years and she’s so far ahead of her time. She’s also a very very good marketer..,NHS
14671,This video should be shown everywhere this proves the very truth that all lives do matter yet the democratic party is using the black communities for votes while killing themselves!!,NHS
14672,They do but,NHS
14673,@DRP vertyxx  if you can explain a god without a creator,NHS
14674,Technically all lives can't matter until black lives matter too,NHS
14675,why dafuq are you bothering me?  You literally said nothing,NHS
14676,@i know you fnyfy Not to the people who use  BLM for political gains or to virtue signal,NHS
14677,@Minmo Will you stop with telling me what I can and can not do? I don't have to do as you say and you don't own youtube so I can say what I want and you can say what you want. Oh yeah... I'm such a Karen. lol I'd rather be that,NHS
14678,They are fighting for a better world,NHS
14679,I want her coat from the virgin tour(dress u up)nAnd her pyramid coat from desperately seeking susan!!!nICONIC!,NHS
14680,@Covalent Media should we just go back to the stone age period where racism wasn't a thing and grass was a non racial elements of nature. Which includes everyone else.,NHS
14681,Cezara le trick I’m sorry I don’t know,NHS
14682,It did start with demcrats,NHS
14683,Thank you Madonna you're by years an inspiration and an openminder knight.,HS
14684,I'm having doubts these past months about pursuing Civil Engineering because I also feel like I don't belong but then I came across this and viola! This kept me back in track. This made me remember why I pursued Civil Engineering in the first place. Thank you very much.,HS
14685,Some One its a he but he looks very lesbian but he is aganst it.. maybe thats why?,NHS
14686,I watched this interview thinking it happened a week ago and saw it was published almost 5 years ago. Nothings changed,NHS
14687,@Lela Robinson lol you corrected my english but just look at yours.nAnd concerning what you asked,NHS
14688,Those 1.2k dislikes are from people who had they're phones upside down,NHS
14689,There are as many if not more whites killed be the police!!!,NHS
14690,if all lives matter why wont u go to protest for ALL lives?🤦‍,NHS
14691,Political correctness ultimately leads to another extreme of racism. What's wrong with this country?,NHS
14692,The main question is if the victim is White will the same police who kill George still do the same thing ? That is what current US president must answer yet he treat them like Terrorist what a dumbass,NHS
14693,Theres a video of Elon Musks wife saying she has contemplated leaving him and he didn't understand why.  And that's basically the mentally of a lot of men in Silicon Valley.,NHS
14694,What question did they (idk if they’re a boy or girl) think the guy was asking them about it being a choice atfirst?,NHS
14695,All means all including the blacks abd whites. Dur,NHS
14696,@I live in my mom's basement No what I'm saying is you did say that white people are victims. I'm saying that you indeed did say that.,NHS
14697,I LOVE THIS PART OF 2020 THE PART WHERE WE GOT JUSTICE FINALLY FOR RACISM,NHS
14698,Francesca nnNo one is a troll.nWe're just tired of women creating problems that didn't exist in the first place and then complaining about it.,NHS
14699,All lives matter that that through y’all heads rn,NHS
14700,Exactly! We're not asking for permission.,NHS
14701,Came out and fought back because of her. New and ungrateful generation has no clue what she has done for us.,NHS
14702,Microaggressions = RAMPANT SEXISM,NHS
14703,Fa1con either way all of these other news sources confirm the whole trained marxists part,NHS
14704,@Ross McBride  OPPRESSION IS WORSE THAN DEATH BECAUSE OPPRESSION INCLUDES MANY,NHS
14705,There is just too much anger these days.  If you say the sky is blue,NHS
14706,Black folks are always talking about racism but when he said black lives matter and white lives matter they booed him,NHS
14707,Jesus would say all lives matter that’s what I’m going with,NHS
14708,This is clickbait old,NHS
14709,TO GOD ALL LIVES MATTER SO DOES THAT MEAN GOD IS A RACIST NOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO SO GUESS WHAT SHUTUPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPP,NHS
14710,Ayyyyy I'm atheist and I'm an asexual heteromantic,NHS
14711,@spana123321 yes and I dont blame him for that,NHS
14712,Even liberal places get called sexist by liberals. Confusing.,NHS
14713,if you say either or...you dont matter,NHS
14714,How did he sit like that🧐,NHS
14715,One with ability has the liability and thus gets the political privileges,NHS
